track_name,track_artist,track_popularity,playlist_genre,energy,danceability,valence,acousticness,loudness,tempo,popularity_tier
Duende,"flâneur, Dani Catalá, dennisivnvc",50,jazz,0.34,0.521,0.481,0.67,-11.597,83.625,low
Calm Winds,Dpsht,49,jazz,0.208,0.865,0.306,0.962,-12.245,142.182,low
Fire Barrel,"No Spirit, Sátyr, Sitting Duck",49,jazz,0.446,0.643,0.4,0.852,-8.373,80.064,low
lemon soda,"Jost Esser, Sleeping Dove, very noise person",49,jazz,0.331,0.689,0.462,0.777,-12.661,74.956,low
Nicosia,Showyou,49,jazz,0.321,0.838,0.816,0.91,-16.147,142.054,low
Perfections,Koralle,49,jazz,0.295,0.616,0.722,0.0461,-10.529,179.911,low
Eyes Closed,"Leo Motta, Toti Cisneros",49,jazz,0.441,0.678,0.136,0.401,-11.645,147.944,low
Gymnopédies,L.Dre,49,jazz,0.12,0.663,0.19,0.925,-13.662,80.041,low
Sabai,"flâneur, marsquake",48,jazz,0.448,0.802,0.38,0.78,-11.423,87.971,low
NYC,"Jost Esser, SOFLUX",48,jazz,0.197,0.614,0.265,0.579,-10.24,80.079,low
Echoes,"Mindeliq, ØNEMOR3",48,jazz,0.266,0.662,0.328,0.538,-13.209,75.028,low
Level Up,Zmeyev,48,jazz,0.338,0.873,0.588,0.301,-10.678,160.006,low
No Goodbyes,ENRA,48,jazz,0.244,0.812,0.298,0.536,-7.379,82.003,low
Tropicana,RejSende,48,jazz,0.876,0.774,0.811,0.602,-5.808,90.041,low
Hidden Gems,"SamuW, Mendeville, Lazlow",48,jazz,0.409,0.631,0.336,0.558,-9.377,82.994,low
cycles,.Eehou,48,jazz,0.357,0.686,0.381,0.367,-8.579,80.044,low
Picadilly,"Erwin Do, flâneur, Beto Braga, Raouf",48,jazz,0.464,0.532,0.204,0.257,-9.558,78.809,low
Sunset Cruising,"Beats by Tobÿ, Tobÿ",48,jazz,0.658,0.661,0.585,0.624,-7.177,87.982,low
Moonlit Cruisin,"Banks, AC, Dryden",48,jazz,0.409,0.566,0.482,0.891,-13.204,159.924,low
Bali,lorleaf,48,jazz,0.182,0.59,0.253,0.81,-16.658,153.944,low
floating,Mozzie,48,jazz,0.499,0.682,0.622,0.4,-5.712,78.005,low
That Summer Feeling,Oilix,47,jazz,0.25,0.83,0.442,0.512,-12.849,85.022,low
Crimson,"7apes, Les Jardíns",47,jazz,0.528,0.739,0.931,0.323,-7.861,145.996,low
Think Twice,Cap Kendricks,47,jazz,0.416,0.876,0.785,0.135,-9.173,90.999,low
Ripples Of Autumn,Mendeville,47,jazz,0.395,0.633,0.6,0.778,-10.776,71.95,low
Aperitif,Jazzy James,47,jazz,0.492,0.764,0.71,0.621,-11.604,90.013,low
P_Optimist,Butterscotch,47,jazz,0.299,0.727,0.165,0.125,-8.56,69.306,low
Myth,Ben Jammin' Beats,47,jazz,0.585,0.669,0.31,0.167,-12.63,83.045,low
On The Sly,"Monocloud, Lazlow",47,jazz,0.336,0.701,0.673,0.668,-9.385,172.026,low
Inappropriately Sleeping,"Hoffy Beats, Tonion, Louk",47,jazz,0.293,0.753,0.334,0.896,-13.288,84.001,low
Tenkodo,lorleaf,47,jazz,0.184,0.708,0.452,0.375,-16.305,76.001,low
Circle Reflections,Mindscape,47,jazz,0.633,0.711,0.607,0.00579,-5.065,81.003,low
Come On Up,"jüle., IONA, Chill Select, Bn Hl",47,jazz,0.37,0.452,0.0905,0.255,-12.219,93.961,low
Mañana,ron quixote,47,jazz,0.37,0.798,0.222,0.814,-8.497,81.991,low
Apapane,"Oaty., Chancla",47,jazz,0.322,0.699,0.475,0.391,-12.943,84.963,low
Calm Your Mind,"Kimmø, Kid Tarô, Shuko",47,jazz,0.566,0.83,0.469,0.21,-9.317,101.973,low
Low Tide,"Sátyr, Mosalla",47,jazz,0.666,0.787,0.28,0.0713,-8.897,130.04,low
Passenger,Damn Homies,46,jazz,0.323,0.529,0.138,0.764,-8.363,79.155,low
Cream,Hans Hu$tle,46,jazz,0.283,0.615,0.419,0.572,-18.23,86.952,low
Fishizens,Josa,46,jazz,0.381,0.751,0.732,0.299,-11.887,80.344,low
Spring Melody,"Midan, Beats for Trees",46,jazz,0.324,0.604,0.254,0.927,-8.465,145.826,low
Midnight Cruisin,"Lamar Azul, Mindscape",47,jazz,0.45,0.714,0.512,0.0743,-15.473,89.025,low
Sunday Galaxy Ride,Guzimi,46,jazz,0.328,0.748,0.382,0.779,-10.095,79.008,low
Pirogue,"Odd Panda, Hikari",46,jazz,0.532,0.66,0.651,0.231,-10.662,160.023,low
deliberation,"flamingo zamperoni, Chirofafa",46,jazz,0.379,0.638,0.36,0.825,-10.615,85.04,low
Floatin',"SamuW, Mendeville, Lazlow",46,jazz,0.474,0.603,0.585,0.698,-10.741,82.038,low
Move Around,"Zmeyev, flowless",46,jazz,0.368,0.624,0.26,0.0737,-7.873,87.969,low
Lightness,"Screen Jazzmaster, Zmeyev",46,jazz,0.434,0.817,0.477,0.0696,-8.146,163.97,low
Mood Swings,"Mr. Käfer, Niklas Nadidai",46,jazz,0.347,0.691,0.456,0.605,-9.811,81.999,low
The Backyard,"Noflik, Pleij",46,jazz,0.313,0.729,0.224,0.808,-17.297,150.066,low
Chichihua,Peter Kind,46,jazz,0.435,0.777,0.688,0.47,-11.81,132.157,low
Golden Leaves,Kasimir,46,jazz,0.166,0.735,0.543,0.661,-16.977,80.99,low
Jazzy Mondays,"Zmeyev, Screen Jazzmaster",46,jazz,0.471,0.75,0.765,0.0651,-7.96,81.05,low
The Other Day,halfpastseven,45,jazz,0.344,0.662,0.652,0.351,-9.933,87.026,low
New Chapter,"Jikuru, Lola",45,jazz,0.434,0.733,0.711,0.776,-9.508,80.002,low
Bobba,Platinum Dust,45,jazz,0.505,0.692,0.418,0.339,-10.187,83.935,low
Felices Siestas,Señor Siesta,45,jazz,0.463,0.796,0.581,0.583,-10.058,83.967,low
The Last Day,"Guidolain beats, brass.beats",45,jazz,0.361,0.8,0.322,0.613,-10.884,89.026,low
Kamada,Butterscotch,45,jazz,0.199,0.604,0.629,0.543,-16.086,160.64,low
cinnamon,"Mozzie, flut",45,jazz,0.261,0.735,0.533,0.855,-17.488,145.978,low
A Million Times,KaspaHauser,45,jazz,0.354,0.472,0.432,0.915,-12.653,84.223,low
Life Form,"xander., Rikard From",45,jazz,0.56,0.558,0.341,0.775,-10.187,119.974,low
biking,Loop Schrauber,45,jazz,0.367,0.724,0.646,0.664,-11.658,87.982,low
Yard,paris91,45,jazz,0.469,0.679,0.675,0.667,-8.232,76.006,low
Urban Oasis,"Mindeliq, Billa Qause",45,jazz,0.324,0.733,0.617,0.581,-12.706,74.009,low
Respiro,"flâneur, marsquake",45,jazz,0.389,0.742,0.472,0.111,-8.445,90.028,low
Aquarius,"Sátyr, Mosalla, Louk",45,jazz,0.372,0.57,0.168,0.62,-13.45,153.874,low
Como,"SamuW, Kimmø",45,jazz,0.45,0.759,0.232,0.541,-6.894,86.018,low
A Cosmic Hiss,"Lola, Bluewerks",45,jazz,0.317,0.392,0.236,0.671,-9.573,161.432,low
Grooveshop - damaa.beats Remix,"rocomoco, Hoffy Beats, damaa.beats",45,jazz,0.277,0.756,0.396,0.325,-12.488,79.99,low
Night Driver,Rosemary beats,45,jazz,0.282,0.77,0.602,0.855,-12.155,135.018,low
Floating,"Slo Five, Frances The Mute",45,jazz,0.507,0.427,0.389,0.084,-11.649,88.987,low
Blossom,"Sem0r, Loyae",45,jazz,0.455,0.854,0.696,0.241,-10.786,91.992,low
Veil,"Hans Hu$tle, KOMOREBI",45,jazz,0.33,0.591,0.215,0.222,-10.195,84.035,low
Maple,"Living Room, ØNEMOR3",45,jazz,0.46,0.46,0.82,0.0411,-12.532,77.446,low
Up & Down,"Drxnk, Myríad, Golden Ticket Tapes",45,jazz,0.323,0.634,0.371,0.894,-11.306,83.003,low
Second Chance,"Saiko, Joe Sunrise",45,jazz,0.449,0.64,0.333,0.184,-8.37,85.197,low
Paces,Lazlow,44,jazz,0.534,0.815,0.543,0.383,-7.975,80.898,low
Salt,Oaty.,44,jazz,0.312,0.572,0.39,0.615,-12.619,79.607,low
Hold On Tight,Boney James,51,jazz,0.521,0.537,0.781,0.622,-11.083,135.589,low
Over The Rainbow,Kenny G,50,jazz,0.279,0.325,0.0576,0.899,-11.924,140.801,low
Girl In The Red Dress,Gregg Karukas,50,jazz,0.531,0.756,0.838,0.318,-11.627,119.991,low
Where the Night Begins,Steve Cole,49,jazz,0.585,0.645,0.495,0.37,-9.493,143.932,low
If Only For One Night,"Dave Koz, Brian Culbertson",49,jazz,0.408,0.753,0.192,0.361,-10.123,111.979,low
Boneyizm,Boney James,49,jazz,0.607,0.544,0.406,0.206,-7.942,82.996,low
citynights,Ny Cic,48,jazz,0.287,0.709,0.288,0.437,-12.301,172.113,low
Can You Feel It,"Adam Hawley, Marcus Anderson",48,jazz,0.599,0.798,0.776,0.216,-5.124,97.008,low
Porch Java,Delorme & Co,48,jazz,0.558,0.831,0.604,0.706,-7.557,119.007,low
Never Without You,"Brian Simpson, Peter White",48,jazz,0.493,0.706,0.432,0.683,-8.792,136.018,low
I'll Be Waiting,Earl Klugh,48,jazz,0.592,0.608,0.365,0.469,-9.642,77.937,low
A Mother’s Lullaby,Kenny G,50,jazz,0.268,0.246,0.246,0.734,-9.725,83.991,low
Liquid Soul,Chris Standring,48,jazz,0.276,0.7,0.744,0.346,-10.16,100.015,low
Perfect Moment,Peter White,48,jazz,0.431,0.658,0.481,0.548,-10.104,139.565,low
Deep Touch,Richard Elliot,48,jazz,0.387,0.635,0.604,0.172,-8.967,76.032,low
If I Could Fly,Vincent Ingala,48,jazz,0.577,0.736,0.239,0.226,-6.61,98.011,low
You Read My Mind,David Benoit,48,jazz,0.636,0.582,0.672,0.0502,-9.767,82.019,low
Elevation,Jackiem Joyner,47,jazz,0.716,0.785,0.709,0.0889,-5.797,100.009,low
In The City,Brian Culbertson,47,jazz,0.498,0.697,0.723,0.29,-10.846,151.964,low
West Coast Coolin',Norman Brown,47,jazz,0.63,0.688,0.57,0.535,-8.226,98.017,low
Any Love,Kirk Whalum,47,jazz,0.68,0.654,0.62,0.242,-8.052,91.039,low
Always Thinkin' Of You,Nick Colionne,47,jazz,0.654,0.7,0.787,0.213,-9.446,96.994,low
Autumn Day,Peter White,47,jazz,0.707,0.638,0.646,0.295,-7.971,87.721,low
Next Journey,robomoque,47,jazz,0.422,0.741,0.473,0.667,-11.206,180.099,low
Battery Park,Zacky Yazz,47,jazz,0.491,0.542,0.317,0.0833,-9.353,73.972,low
Mr. Groove,Euge Groove,47,jazz,0.801,0.695,0.623,0.093,-6.778,91.016,low
Find Someone Like You,"Jonas Wall, Umbaji",47,jazz,0.509,0.691,0.414,0.612,-9.963,85.02,low
Surrender (feat. Boney James),"Jonathan Butler, Boney James",47,jazz,0.402,0.529,0.584,0.205,-11.616,77.086,low
Straight to the Heart,Brian Culbertson,47,jazz,0.413,0.78,0.304,0.548,-13.292,123.922,low
#3,Aphex Twin,60,classical,0.071,0.159,0.0602,0.911,-27.109,146.977,low
Clairvoyance,Jon Hassell,43,classical,0.012,0.324,0.744,0.986,-39.19,133.166,low
Waves of the Unconscious Mind,Sol Reya,56,classical,0.0424,0.166,0.0354,0.888,-31.01,139.169,low
Pink And Golden Billows,Brambles,47,classical,0.0616,0.387,0.279,0.99,-23.838,209.852,low
Wav1,Terekke,35,classical,0.112,0.118,0.161,0.993,-25.741,77.122,low
Distorted Reflection,MrNotYet,48,classical,0.0124,0.19,0.0908,0.988,-39.77,65.876,low
Melancholia II,William Basinski,39,classical,0.0497,0.18,0.073,0.981,-30.856,72.674,low
"I Thought About Death, About Time",Benjamin Gustafsson,53,classical,0.0388,0.19,0.117,0.994,-34.654,140.96,low
Fantas Morbida,"Caterina Barbieri, Kara-Lis Coverdale",32,classical,0.0642,0.263,0.322,0.995,-22.824,165.638,low
Resignación,Murcof,35,classical,0.0411,0.184,0.0356,0.619,-34.094,87.315,low
Poa Alpina,Biosphere,42,classical,0.0304,0.219,0.114,0.909,-35.2,130.244,low
Éphémère,Tony Anderson,61,classical,0.0217,0.278,0.223,0.98,-37.438,104.541,low
Hold This Memory,"Deepend, Madism",54,electronic,0.71,0.702,0.578,0.082,-7.118,119.951,low
Emorio,"Trinix, Fafá de Belém",66,electronic,0.718,0.669,0.615,0.0886,-7.782,120.955,low
Fast Car,"Jonas Blue, Dakota",64,electronic,0.57,0.644,0.527,0.484,-6.994,113.945,low
Sexual Healing - Kygo Remix,"Marvin Gaye, Kygo",62,electronic,0.68,0.689,0.646,0.321,-7.196,100.987,low
Cool Kids,"Toby Rose, TWOPILOTS",61,electronic,0.841,0.769,0.712,0.114,-5.365,116.016,low
Evening Walk,Matt Bleu,45,electronic,0.685,0.763,0.116,0.36,-7.185,118.001,low
Take My Breath Away,TWOPILOTS,63,electronic,0.653,0.629,0.248,0.00345,-5.631,104.961,low
Bloom,"Lucas Estrada, TWOPILOTS",61,electronic,0.742,0.646,0.136,0.0224,-4.96,104.991,low
Bloom (Brendan Mills Remix),"Lucas Estrada, TWOPILOTS, Brendan Mills",57,electronic,0.8,0.641,0.219,0.0118,-5.591,114.981,low
Sunbeams,NSH,60,electronic,0.67,0.654,0.528,0.149,-10.393,120.028,low
Kyoto,Innocent Panda,47,electronic,0.577,0.632,0.301,0.58,-12.89,115.014,low
TRUE,"CYRIL, Kita Alexander",60,electronic,0.592,0.821,0.387,0.213,-11.013,124.015,low
Lie To Me,"Thom Merlin, Foínix, Brandon Chase",46,electronic,0.64,0.616,0.197,0.0846,-9.925,114.083,low
Sunset Lovers,"Thierry Von Der Warth, Horizon Blue, Carston",59,electronic,0.741,0.806,0.563,0.0234,-6.362,119.971,low
Waves,"Gabriel Morais Jr, Ayla Nova",52,electronic,0.68,0.673,0.117,0.542,-11.444,117.998,low
House Of Cards,"Lucas Estrada, Deepend, Dan Caplen",49,electronic,0.739,0.749,0.833,0.025,-6.669,120.021,low
King,TWOPILOTS,62,electronic,0.862,0.645,0.396,0.00736,-3.887,107.993,low
Follow the Sun,NEIMY,60,electronic,0.572,0.644,0.125,0.541,-9.504,119.947,low
Glowing State,Maiwan,43,electronic,0.497,0.79,0.299,0.248,-13.007,118.023,low
Covered By The Clouds,NSH,11,electronic,0.647,0.711,0.453,0.733,-8.589,130.005,low
Time After Time,Paratone,58,electronic,0.635,0.609,0.278,0.215,-7.151,116.063,low
Summer Feeling,"Matoma, Jonah Kagen",51,electronic,0.702,0.651,0.539,0.0256,-7.833,124.924,low
Is This Love - Remix,"Bob Marley & The Wailers, LVNDSCAPE, Bolier",58,electronic,0.686,0.813,0.301,0.034,-7.593,121.981,low
Kids,"Hobes, NEIMY",57,electronic,0.621,0.65,0.556,0.566,-9.761,116.027,low
Cruel Summer (Marcus Layton Edit),"LAUWE, Marcus Layton",57,electronic,0.585,0.797,0.739,0.451,-5.854,117.849,low
I'll Be There,"ConKi, Magnus Gunn",56,electronic,0.872,0.726,0.131,0.356,-7.128,115.024,low
Knockin' On Heaven's Door,"Nexeri, Tara Louise",55,electronic,0.762,0.753,0.259,0.128,-7.119,118.023,low
Milkshake,PLÜM,54,electronic,0.723,0.834,0.494,0.196,-10.475,115.014,low
Like a Mystery,Eneko Artola,54,electronic,0.631,0.81,0.43,0.51,-7.543,119.994,low
Show Me Love - EDX Remix / Radio Edit,"Sam Feldt, Kimberly Anne, EDX",54,electronic,0.665,0.836,0.677,0.308,-5.779,120.997,low
Would I Lie To You,"Thierry Von Der Warth, YKATI",54,electronic,0.624,0.788,0.339,0.0991,-6.017,107.978,low
5th Avenue,Trinix,53,electronic,0.387,0.791,0.528,0.482,-9.6,117.05,low
In Too Deep,"WEEKLESS, WEDONT, ROBINS",53,electronic,0.579,0.61,0.299,0.11,-7.749,109.854,low
Someone You Loved,"Viva La Panda, Justin Rhodes",53,electronic,0.727,0.711,0.419,0.186,-5.244,115.005,low
Nalu,"Deep Chills, Brendan Mills",53,electronic,0.638,0.675,0.234,0.142,-6.141,120.087,low
Don't Tell Me I Can't Have It,Sons Of Maria,52,electronic,0.669,0.65,0.0681,0.196,-10.262,109.998,low
Dancing With Your Ghost,TWOPILOTS,52,electronic,0.609,0.529,0.188,0.171,-5.574,89.875,low
Where I Belong,NSH,52,electronic,0.663,0.72,0.806,0.387,-9.749,106.995,low
This Town,"Saco, Sparkle, Isabel Prada",52,electronic,0.626,0.818,0.943,0.185,-5.991,125.035,low
Another Love,"Rolipso, Foínix, Jordan Grace",52,electronic,0.748,0.654,0.683,0.427,-7.096,120.023,low
Over You,"Madism, Philip Strand",51,electronic,0.738,0.665,0.496,0.133,-6.136,124.061,low
Million Memories,"Thierry Von Der Warth, Thomas Geelens",51,electronic,0.802,0.572,0.372,0.119,-6.982,117.973,low
Talking To Myself,"Namic, Meynberg",51,electronic,0.679,0.715,0.438,0.517,-5.263,120.114,low
Before the Sun Sets,"Nimus, RED",51,electronic,0.611,0.655,0.419,0.649,-7.325,115.887,low
Home,"Zwette, Julian Perretta",51,electronic,0.748,0.785,0.618,0.121,-6.674,120.025,low
Promised Land,"Saco, Sparkle",51,electronic,0.796,0.83,0.26,0.385,-7.276,109.969,low
Sound of Your Summer - SUPER-Hi Remix,"Quarry, SUPER-Hi",51,electronic,0.887,0.649,0.804,0.0304,-5.021,117.991,low
Young Folks,"John Skyfield, BNHM, Levka Rey",51,electronic,0.681,0.675,0.181,0.0494,-8.669,119.943,low
In Deep,Beachwax,51,electronic,0.544,0.786,0.619,0.0512,-13.053,114.99,low
Ocean Quiet,"Lucas Estrada, NEIMY",50,electronic,0.638,0.789,0.427,0.171,-7.515,117.026,low
Blossom,"Willow, YVMV",50,electronic,0.215,0.624,0.101,0.518,-19.026,106.001,low
What You Know (feat. Levka Rey),"KHEMIS, BNHM, Levka Rey",50,electronic,0.711,0.616,0.312,0.167,-8.48,119.997,low
Rise Up,"Brendan Mills, Surfin' Sam",50,electronic,0.769,0.666,0.329,0.11,-5.946,123.074,low
Help Me Lose My Mind,Gravagerz,48,electronic,0.553,0.678,0.056,0.787,-9.38,136.045,low
Dollar Dream [Lucas Estrada Edit],"Lucas Estrada, Couché, Polar Notes, Mentum",50,electronic,0.764,0.727,0.633,0.413,-6.074,117.974,low
Never Be Lonely,"Jax Jones, Zoe Wees",67,electronic,0.785,0.731,0.85,0.0155,-4.08,131.988,low
Retro Future,c152,33,electronic,0.951,0.538,0.164,1.02e-05,-6.235,129.996,low
Retroshade,"KoruSe, mzmff",35,electronic,0.972,0.524,0.0338,0.000419,-6.098,100.006,low
La La Land,"Arimasen, FORBIDDEN",29,electronic,0.637,0.66,0.115,0.0273,-7.467,100.024,low
the wanderer,lxst child,35,electronic,0.305,0.514,0.197,0.152,-11.243,96.099,low
Stray,c152,38,electronic,0.919,0.476,0.511,5.19e-06,-7.402,127.992,low
Astral Chill,Virtual Mage,44,electronic,0.573,0.615,0.108,0.0471,-12.881,100.005,low
HOLOGRAPHIC,VXLLAIN,43,electronic,0.458,0.338,0.0754,0.0011,-8.574,168.083,low
Star Pool,c152,39,electronic,0.922,0.508,0.228,3.59e-06,-6.43,110.04,low
Synthstar,c152,40,electronic,0.977,0.441,0.176,2.08e-05,-5.87,120.003,low
Vision,lxst child,38,electronic,0.495,0.595,0.432,0.00614,-10.062,169.956,low
Purple Wind,c152,39,electronic,0.952,0.451,0.22,1.83e-05,-5.62,94.968,low
Exodus,"KoruSe, stellar, Arimasen",41,electronic,0.677,0.419,0.28,0.0127,-6.328,176.048,low
Nothingness,"LORD CHAOS!, NTPV",40,electronic,0.581,0.667,0.209,0.103,-7.847,105.027,low
Echoes,c152,43,electronic,0.707,0.518,0.126,0.0394,-9.234,100.0,low
if it isn't,METAHESH,40,electronic,0.25,0.459,0.269,0.735,-18.501,180.017,low
Illusions,c152,39,electronic,0.972,0.552,0.0619,1.55e-05,-6.147,105.003,low
Skywalker,"c152, Arimasen, KoruSe",40,electronic,0.678,0.614,0.438,0.264,-7.829,93.368,low
Emptiness,"VXLLAIN, Navjaxx",42,electronic,0.618,0.585,0.216,0.125,-6.814,94.07,low
Shutdown Sequence,Willix,39,electronic,0.522,0.555,0.328,0.413,-6.168,90.002,low
Lost World,c152,39,electronic,0.792,0.548,0.235,0.0113,-9.04,92.003,low
vcr_memories,Willix,39,electronic,0.513,0.495,0.116,0.534,-11.548,94.997,low
milkyway,"Øneheart, Antent, Dean Korso",42,electronic,0.0586,0.196,0.0351,0.781,-29.575,173.732,low
riddle,METAHESH,37,electronic,0.4,0.511,0.191,0.96,-14.1,127.499,low
Memory Lane,"KoruSe, stellar",38,electronic,0.874,0.519,0.301,0.0535,-6.908,166.07,low
Neon Blades,c152,38,electronic,0.935,0.498,0.278,0.000256,-7.171,99.985,low
Nightlight,"ILLENIUM, Annika Wells",52,electronic,0.651,0.494,0.162,0.0819,-4.127,149.979,low
Say My Name,"ODESZA, Zyra",60,electronic,0.75,0.745,0.349,0.004,-7.357,115.039,low
The Wailing,"Tomatow, Nadya Sumarsono",30,electronic,0.747,0.47,0.239,0.0468,-6.362,144.061,low
A Moment Apart,ODESZA,64,electronic,0.665,0.406,0.0758,0.172,-7.903,119.988,low
Who U Are,Polar Youth,33,electronic,0.746,0.52,0.17,0.176,-5.01,140.086,low
Take Me Away,"Tomatow, Cosmowave",22,electronic,0.876,0.495,0.0726,0.00333,-5.494,145.012,low
Dry,"GISHIN, AmanderSings",36,electronic,0.881,0.614,0.584,0.00291,-3.935,149.955,low
Savage (feat. Flux Pavilion & MAX),"Whethan, Flux Pavilion, MAX",53,electronic,0.662,0.679,0.365,0.151,-5.861,90.054,low
Pretty Little Smile,Tomatow,34,electronic,0.706,0.428,0.181,0.0203,-5.345,143.985,low
Light,San Holo,56,electronic,0.763,0.57,0.43,0.0857,-4.137,150.088,low
Paint the Sky,"DJ Fluke, Nikita Afonso",35,electronic,0.872,0.648,0.531,0.0328,-4.228,150.0,low
Last To Leave (feat. Caroline Ailin),"Louis The Child, Caroline Ailin",44,electronic,0.602,0.753,0.555,0.052,-6.326,94.056,low
glow,"Fred again.., Duskus, Four Tet, Joy Anonymous, Skrillex",63,electronic,0.903,0.65,0.0681,0.0655,-5.478,129.043,low
the things that bring me joy,Luca,62,electronic,0.46,0.769,0.215,0.338,-11.988,126.026,low
Palermo,"Above & Beyond, PROFF",52,electronic,0.9,0.605,0.0376,0.00888,-6.847,125.007,low
Into The Night,Tonic Walter,57,electronic,0.781,0.79,0.215,0.511,-9.915,121.002,low
Saturday Morning,Rules,57,electronic,0.615,0.8,0.758,0.00251,-8.686,123.016,low
Blossom,VisionV,57,electronic,0.715,0.611,0.0327,0.625,-10.448,123.877,low
Mine To Love,Ross Quinn,56,electronic,0.633,0.692,0.0938,0.164,-8.513,120.069,low
NOVA,Tonic Walter,56,electronic,0.751,0.751,0.0994,0.0479,-10.263,124.006,low
Hiding,"Ben Böhmer, Lykke Li",56,electronic,0.927,0.447,0.383,0.0559,-6.189,133.978,low
Felt (feat. Henry Green),"Christian Löffler, Henry Green",54,electronic,0.889,0.559,0.0474,0.169,-9.952,123.029,low
Other Side,"AVAION, BUNT.",55,electronic,0.44,0.821,0.179,0.291,-10.612,129.985,low
I Kinda Like It,Lofive,48,electronic,0.545,0.829,0.539,0.0757,-9.541,120.052,low
Spring Embers,Nora En Pure,53,electronic,0.762,0.734,0.251,0.0261,-7.013,122.005,low
Sun Will Rise - Edit,"Marten Lou, Sasson (FR)",53,electronic,0.898,0.661,0.325,0.00167,-3.562,123.031,low
Calm,"Midnight Pass, Ruffnux",50,electronic,0.79,0.608,0.054,0.581,-9.68,123.003,low
Where I Find My Mind,Eli & Fur,49,electronic,0.571,0.725,0.285,0.106,-9.183,114.991,low
Not Giving You Up,Rules,57,electronic,0.646,0.654,0.689,0.368,-7.197,123.806,low
Fade,"Alex Lustig, Sølv",49,electronic,0.338,0.674,0.333,0.679,-18.251,120.997,low
Broken,AVAION,49,electronic,0.498,0.65,0.108,0.572,-8.835,120.056,low
Childish,Lane 8,49,electronic,0.729,0.555,0.157,0.151,-9.798,124.011,low
I Never Really Cared,Stoto,48,electronic,0.342,0.789,0.036,0.704,-15.726,125.014,low
Lost,"Le Youth, Jerro, Lizzy Land",47,electronic,0.75,0.565,0.142,0.134,-9.046,120.971,low
No Stress in Cres,Sound Nomaden,47,electronic,0.564,0.772,0.308,0.584,-11.577,120.021,low
Erase,"Ben Böhmer, lau.ra",47,electronic,0.542,0.279,0.163,0.47,-11.962,123.846,low
searchingforthelights,Tonic Walter,47,electronic,0.458,0.65,0.442,0.801,-13.202,122.027,low
These Things Will Come To Be,DJ Seinfeld,53,electronic,0.74,0.674,0.166,0.515,-9.138,125.998,low
Do No More,Nora En Pure,47,electronic,0.837,0.625,0.152,0.277,-6.202,120.021,low
Lençóis (Love Me) - Notre Dame Remix,"RY X, Notre Dame",47,electronic,0.575,0.578,0.0394,0.000457,-11.284,122.022,low
There For You,Y.V.E. 48,47,electronic,0.422,0.7,0.193,0.523,-14.276,111.967,low
Save Me,"Kaskade, Lauren L'aimant",46,electronic,0.946,0.665,0.133,0.00186,-5.215,120.0,low
In My Head,Trilucid,46,electronic,0.725,0.567,0.495,0.144,-10.29,124.027,low
All Night Long,Marsh,46,electronic,0.908,0.637,0.103,0.0472,-8.035,124.992,low
Verden,"MEUTE, pølaroit",46,electronic,0.584,0.734,0.04,0.124,-10.721,119.007,low
Sherwood Forest,Nora En Pure,46,electronic,0.909,0.623,0.0581,0.0396,-7.929,122.002,low
Falling Apart,Catching Flies,45,electronic,0.739,0.661,0.251,0.0148,-10.153,123.032,low
I Can Make It,CRi,45,electronic,0.579,0.754,0.31,0.00689,-7.497,128.03,low
Ascension,"Marsh, Volen Sentir",46,electronic,0.901,0.68,0.0598,0.000487,-6.818,122.995,low
New Fires,"Christian Löffler, Henry Green",45,electronic,0.569,0.712,0.241,0.346,-10.819,116.016,low
Mimose,Parra for Cuva,45,electronic,0.452,0.667,0.0425,0.239,-12.089,114.994,low
Hiding - HÜMAN Remix,"AVAION, HÜMAN",45,electronic,0.748,0.561,0.0393,0.0898,-7.368,126.082,low
Love Will Save Me - CamelPhat Remix,"WhoMadeWho, CamelPhat, RY X",45,electronic,0.723,0.604,0.0706,0.017,-7.676,121.002,low
Indulgence,Nora En Pure,46,electronic,0.902,0.648,0.11,0.115,-6.882,121.986,low
Like I Used To,"Steven Weston, Låpsley",45,electronic,0.68,0.699,0.13,0.00801,-8.177,119.967,low
Keep Going,Stephan Jolk,45,electronic,0.807,0.778,0.0384,0.0816,-10.79,124.004,low
Waves (feat. Grace Tither),"BLOND:ISH, Grace Tither",45,electronic,0.763,0.631,0.715,0.0824,-9.774,121.008,low
Have U,Caius,45,electronic,0.781,0.678,0.233,0.462,-10.792,135.093,low
Lonely,"Nils Hoffmann, Rae Morris",45,electronic,0.815,0.576,0.039,0.00966,-7.088,124.975,low
Sunrise Song,Luttrell,44,electronic,0.732,0.774,0.328,0.00197,-11.04,122.018,low
Oceanside Girl,Holo,44,electronic,0.805,0.555,0.498,0.00114,-7.574,117.981,low
Running up That Hill,Dayne S,44,electronic,0.542,0.835,0.64,0.546,-11.611,120.988,low
Call My Name,"Franky Wah, Rae Morris",44,electronic,0.791,0.534,0.17,0.038,-6.288,123.986,low
Cynnes,il:lo,43,electronic,0.657,0.615,0.525,0.599,-9.864,114.002,low
All we ever wanted,"MVCA, SCHWARZ",43,electronic,0.667,0.578,0.243,0.254,-12.066,120.004,low
Something Right,"Luttrell, Molly Moonwater",44,electronic,0.543,0.652,0.3,0.0208,-9.461,124.046,low
Egyptian Sun,"Francis Mercier, Kiesza",43,electronic,0.852,0.66,0.203,0.013,-5.581,122.039,low
