track_name,track_artist,track_popularity,playlist_genre,energy,danceability,valence,acousticness,loudness,tempo,popularity_tier
Ibiza Blue,Sue Avenue,43,electronic,0.896,0.788,0.275,0.0721,-7.873,104.982,low
Envy,"Christian Löffler, Mogli",43,electronic,0.575,0.624,0.0654,0.441,-9.945,118.029,low
La Suavecita,"La Sonora Dinamita, Alvaro Pava",41,latin,0.626,0.833,0.703,0.0225,-7.798,96.625,low
El Muñeco,Brazeros Musical De Durango,20,latin,0.684,0.869,0.982,0.071,-5.571,119.994,low
Todo Me Gusta De Ti,Aaron Y Su Grupo Ilusion,67,latin,0.505,0.64,0.786,0.176,-5.766,180.625,low
El Colesterol,Fito Olivares y Su Grupo,45,latin,0.673,0.719,0.95,0.414,-7.184,89.646,low
Por cuánto me lo das,Los Tigrillos,31,latin,0.886,0.843,0.856,0.0736,-5.3,96.555,low
El Hijo De Tuta,La Chanchona De Tito Mira,32,latin,0.698,0.911,0.891,0.0333,-8.529,99.878,low
Mix Aniceto 2000: Josefina / La Loca / La Brujita,Los Francos,21,latin,0.673,0.844,0.849,0.0836,-7.498,139.991,low
Estas Bien Buena,Los Hermanos Flores,42,latin,0.488,0.696,0.897,0.14,-9.382,191.935,low
La 2Da. De Niña,Aaron Y Su Grupo Ilusion,20,latin,0.685,0.503,0.787,0.126,-5.673,182.031,low
La Negra Caderona,Aniceto Molina,46,latin,0.838,0.727,0.709,0.574,-6.779,95.86,low
La Guera Salome,Fito Olivares y Su Grupo,46,latin,0.79,0.728,0.842,0.304,-8.458,97.833,low
Juana La Cubana,Fito Olivares y Su Grupo,56,latin,0.619,0.467,0.826,0.763,-10.079,176.296,low
La Sabrosona,Fito Olivares,11,latin,0.752,0.852,0.78,0.401,-5.266,96.673,low
Fin De Semana,Fito Olivares,19,latin,0.828,0.757,0.96,0.486,-4.388,91.506,low
Oye Mujer,Raymix,29,latin,0.593,0.832,0.952,0.169,-5.975,90.993,low
¿Dónde Estarás?,Raymix,59,latin,0.544,0.551,0.916,0.136,-7.608,181.859,low
Primer Beso,Raymix,55,latin,0.732,0.634,0.718,0.462,-7.173,90.001,low
DIABLITA (feat. YOVNGCHIMI),"Myke Towers, YOVNGCHIMI",67,latin,0.669,0.903,0.576,0.316,-5.506,95.027,low
Tanta Droga,"Eladio Carrion, Arcángel, De La Ghetto",54,latin,0.602,0.758,0.501,0.201,-5.468,124.067,low
UN PREVIEW,Bad Bunny,65,latin,0.814,0.786,0.365,0.0383,-3.318,95.084,low
Suéltate Tú,Farruko,21,latin,0.757,0.775,0.796,0.0405,-5.452,100.043,low
Viaje,Farruko,45,latin,0.799,0.705,0.658,0.0357,-4.776,122.018,low
Jordan,Ryan Castro,66,latin,0.68,0.796,0.71,0.0575,-5.555,179.923,low
GUCCI FENDI,"Justin Quiles, Eladio Carrion",40,latin,0.784,0.737,0.75,0.299,-3.984,170.093,low
El Apagón,Bad Bunny,65,latin,0.698,0.629,0.599,0.0509,-4.485,117.765,low
Embalao,"Farruko, White Star, J. Cross",31,latin,0.822,0.776,0.557,0.067,-5.03,123.984,low
ZONA DEL PERREO,"Daddy Yankee, NATTI NATASHA, Becky G",46,latin,0.838,0.803,0.637,0.0905,-3.23,91.986,low
Sabe,"Nicki Nicole, Rauw Alejandro",50,latin,0.624,0.787,0.767,0.103,-4.156,93.063,low
Lambo,Farruko,29,latin,0.618,0.769,0.618,0.211,-5.26,93.027,low
Vestido,J Balvin,49,latin,0.683,0.851,0.771,0.319,-5.353,87.979,low
Bebé Que Bien Te Ves,"J Balvin, Feid",57,latin,0.665,0.747,0.634,0.0481,-6.538,166.006,low
Una Nota,"J Balvin, Sech",56,latin,0.788,0.662,0.711,0.0191,-4.55,179.876,low
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles, NATTI NATASHA, Farruko, Lenny Tavárez, Dalex, Zion",61,latin,0.709,0.743,0.831,0.0451,-3.922,170.001,low
Baby,Nicki Nicole,39,latin,0.683,0.804,0.878,0.561,-4.637,119.99,low
Fantasías,J Balvin,39,latin,0.492,0.844,0.695,0.06,-6.963,80.01,low
De Museo,Bad Bunny,59,latin,0.494,0.592,0.231,0.237,-10.618,132.037,low
AM Remix,"Nio Garcia, J Balvin, Bad Bunny",67,latin,0.655,0.743,0.785,0.114,-5.015,172.031,low
100 MILLONES,"Bad Bunny, Luar La L",59,latin,0.559,0.808,0.48,0.133,-6.936,169.103,low
"La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix","Jay Wheeler, Myke Towers, Rauw Alejandro, DJ Nelson, JHAYCO, Lunay, Kendo Kaponi",60,latin,0.674,0.841,0.761,0.104,-5.35,90.007,low
YO VISTO ASÍ,Bad Bunny,61,latin,0.881,0.688,0.677,0.0947,-4.889,123.013,low
HOY COBRÉ,Bad Bunny,62,latin,0.725,0.86,0.375,0.0464,-6.7,145.001,low
MALDITA POBREZA,Bad Bunny,60,latin,0.861,0.762,0.588,0.139,-4.075,133.037,low
"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix","Feid, J Balvin, Maluma, Nicky Jam, Sech, Justin Quiles",59,latin,0.737,0.793,0.697,0.0765,-4.731,167.969,low
Anaranjado,"Jowell & Randy, J Balvin",50,latin,0.58,0.763,0.608,0.0466,-6.196,175.937,low
La Tóxica,Farruko,59,latin,0.701,0.659,0.623,0.0882,-4.107,91.97,low
Caramelo,Ozuna,59,latin,0.806,0.728,0.698,0.0531,-3.766,168.084,low
PA' ROMPERLA,"Bad Bunny, Don Omar",61,latin,0.83,0.772,0.697,0.016,-5.019,94.011,low
MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",57,latin,0.5,0.865,0.317,0.0122,-10.805,92.976,low
SI ELLA SALE,Bad Bunny,50,latin,0.727,0.869,0.92,0.0589,-7.397,147.967,low
Mujer Satisfecha,Zion & Lennox,32,latin,0.84,0.841,0.567,0.0177,-2.838,94.05,low
Verde,"J Balvin, Sky Rompiendo",52,latin,0.738,0.828,0.818,0.0381,-4.295,94.995,low
Azul,J Balvin,66,latin,0.836,0.843,0.651,0.0816,-2.474,94.018,low
Gris,J Balvin,54,latin,0.709,0.849,0.916,0.227,-4.717,93.06,low
Arcoíris,"J Balvin, Mr Eazi",48,latin,0.787,0.731,0.392,0.0865,-5.26,92.971,low
Negro,J Balvin,57,latin,0.911,0.796,0.799,0.0157,-2.228,164.082,low
Pero Ya No,Bad Bunny,64,latin,0.612,0.882,0.742,0.0475,-6.103,147.982,low
Solita,"Sech, Farruko, Zion & Lennox",60,latin,0.831,0.679,0.88,0.159,-1.866,88.793,low
Ignorantes,"Bad Bunny, Sech",61,latin,0.536,0.85,0.505,0.267,-5.161,96.029,low
Morado,J Balvin,57,latin,0.696,0.881,0.781,0.136,-3.838,97.002,low
Vete,Bad Bunny,67,latin,0.672,0.886,0.526,0.0363,-4.394,91.976,low
Fuego,Ozuna,35,latin,0.618,0.844,0.604,0.139,-5.133,91.017,low
Blanco,J Balvin,53,latin,0.711,0.871,0.622,0.0267,-5.397,100.013,low
La Playa - Remix,"Myke Towers, Maluma, Farruko",55,latin,0.633,0.775,0.394,0.201,-3.332,140.008,low
Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, NATTI NATASHA, Farruko, Justin Quiles",61,latin,0.715,0.795,0.758,0.141,-3.582,165.941,low
Shorty,Jerry Di,25,latin,0.752,0.925,0.743,0.0149,-4.523,96.966,low
B11 (feat. Myke Towers),"Rvssian, Darell, Zion & Lennox, Myke Towers",57,latin,0.717,0.759,0.195,0.0672,-5.014,99.946,low
Delincuente,"Farruko, Anuel AA, Kendo Kaponi",60,latin,0.858,0.655,0.65,0.53,-5.607,83.489,low
CUIDAO POR AHÍ,"J Balvin, Bad Bunny",54,latin,0.812,0.846,0.587,0.109,-2.979,90.981,low
COMO UN BEBÉ,"J Balvin, Bad Bunny, Mr Eazi",66,latin,0.807,0.825,0.816,0.0741,-5.753,103.053,low
Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",66,latin,0.79,0.725,0.763,0.0711,-2.331,175.988,low
Cristina (feat. Shelow Shaq),"Maffio, Justin Quiles, Nacho, Shelow Shaq",53,latin,0.599,0.861,0.869,0.183,-4.205,102.119,low
Soltera (Remix),"Lunay, Daddy Yankee, Bad Bunny",66,latin,0.783,0.795,0.799,0.361,-4.271,92.01,low
TOMA TOMA TOMA,"$werve, TOKYOSLEEP, Mc Gw",62,brazilian,0.972,0.845,0.881,0.444,0.914,129.967,low
Tubarão Te Amo,"Dj LK da Escócia, Tchakabum, MC Ryan SP, mc jhenny, Mc RF",63,brazilian,0.742,0.889,0.479,0.299,-3.495,130.089,low
Montagem Orquestra Sinfônica,"DJ TENEBROSO ORIGINAL, Mc Danflin",57,brazilian,0.683,0.85,0.767,0.091,-7.41,129.946,low
Chama o Coveiro,"Mc Delux, DJ Guih Da ZO",58,brazilian,0.781,0.922,0.57,0.148,-0.548,130.174,low
Faz Striptease (Versão Tik Tok),"MC Teuzin PV, MC Skcot",58,brazilian,0.726,0.502,0.658,0.478,-0.252,72.74,low
Ele Te Bota Soca Soca,"MC Mazzie, Mc Rd, DJ NpcSize, DJ Wizard",64,brazilian,0.746,0.896,0.752,0.108,-5.174,130.138,low
Soca Soca,"MC Mazzie, DJ CARAI",46,brazilian,0.596,0.931,0.651,0.553,-5.507,130.148,low
Sua amiga deu,MC Levin,58,brazilian,0.556,0.947,0.426,0.277,-4.536,130.046,low
Joga Essa Rabeta,"MC Teuzin PV, MC Skcot",63,brazilian,0.421,0.537,0.788,0.408,-1.987,86.69,low
Eu Já Sofri por Amor Mas Não Sofro Mais (Tik Tok),"MC Teuzin PV, MC Skcot",59,brazilian,0.855,0.773,0.658,0.223,0.832,86.93,low
EU BEM QUE TE AVISEI - TU EMPINOU ELE PEI,"Mc Delux, DJ ABDO, CLUB DA DZ7",61,brazilian,0.659,0.955,0.495,0.411,-3.531,129.962,low
Vai Com Bundão,"MC Meno K, Ricky Ribeiro",58,brazilian,0.607,0.932,0.962,0.884,-7.237,129.97,low
Baiana 2022,Ladji Mouflet,55,brazilian,0.493,0.776,0.389,0.12,-10.719,114.952,low
MTG MALDIÇÃO ETERNA 1.0 (Slowed),"DJ GLK, MC LIPEX, Dj luis do grau",25,brazilian,0.593,0.496,0.292,0.784,-9.294,95.059,low
Dale Moreno,Dj Jhonatan Perú,54,brazilian,0.791,0.842,0.821,0.31,-4.814,96.019,low
Saka Saka Saka,"MC Mazzie, DJ NpcSize, DJ Wizard",55,brazilian,0.743,0.805,0.612,0.177,-7.244,130.143,low
"É o Pombo, É o Neymar, Vinícius Jr E Paquetá (Copa do Mundo 2022)","DJ Dollynho Da Lapa, MC LEON, MC Pânico",56,brazilian,0.896,0.933,0.794,0.258,-1.692,140.111,low
AQUECIMENTO TÃO TÁ VAI COMEÇAR EM VS PEGA PEGA VUK VUK FUNK,BRADSP,43,brazilian,0.684,0.927,0.817,0.148,-5.081,129.971,low
ESSE HIT É CHICLETE VS É VUK VUK TIK TOK,DJ MESQUITA DE NV,36,brazilian,0.774,0.891,0.76,0.297,-0.033,86.656,low
Sequência dos Bailes Funk,DJ VM 22,43,brazilian,0.494,0.584,0.758,0.000494,-10.112,139.788,low
Não é Uma Beleza,"Rand0m, GV Cunha, DJ Guilherme",45,brazilian,0.702,0.825,0.931,0.27,-4.588,64.987,low
"É o Pombo, É o Neymar, Vinicius Jr, Paqueta","NK DA V, MC Pânico",39,brazilian,0.864,0.883,0.594,0.135,-4.603,140.306,low
Jogadinha do Paqueta,"Mc Rf, Dj Kaio VDM",60,brazilian,0.823,0.977,0.671,0.396,-0.37,130.031,low
HOJE EU VOU COMER NOVINHA 02,DJ AG O GRINGO,55,brazilian,0.39,0.913,0.175,0.707,-4.538,130.05,low
Tu Hablas Espanhol,"Mc Delux, DJ Guih Da ZO",46,brazilian,0.849,0.945,0.92,0.117,-0.329,130.207,low
Saquarema,"MC Rogê, DJ Meek, Boladinho DJ, Mc G Talibã",60,brazilian,0.518,0.896,0.793,0.285,-8.524,150.066,low
Beat Trava Pulmão,"Mc Menor Do Alvorada, dj caxa da zl, Mc Gw",13,brazilian,0.842,0.76,0.464,0.829,-6.553,130.042,low
Tu Empinou Ele Pei,"Xandy Almeida, Mc Delux",34,brazilian,0.819,0.596,0.888,0.0644,-10.326,88.055,low
Automotivo Super Mario World 2,DJ NK3,59,brazilian,0.754,0.845,0.574,0.0571,-2.511,129.947,low
Hey Hou,"DJ Guih Da ZO, Mc Delux",44,brazilian,0.897,0.912,0.589,0.33,-0.909,130.284,low
Uma Cavala Mesmo,"MC Meno K, MC Cria, Dj Matheus Silva",56,brazilian,0.374,0.867,0.684,0.629,-11.883,130.026,low
Formosa,"Kaio Viana, MC CJ",52,brazilian,0.483,0.765,0.217,0.432,-5.356,123.846,low
Bumbum granada,"MC's Zaac, Jerry Smith",61,brazilian,0.836,0.967,0.162,0.278,-1.264,130.028,low
VAI DJ NPC SOCA COM VONTADE / MACHUCA MACHUCA,"DJ NpcSize, Mc Larissa",55,brazilian,0.855,0.821,0.569,0.317,-2.466,130.145,low
A X3R3CA DELA É BOA,"Mc Delux, DJ Guilherme",39,brazilian,0.799,0.959,0.639,0.329,-1.41,130.012,low
Sua amiga vou sarrar,MC Levin,61,brazilian,0.533,0.921,0.673,0.433,-3.408,130.014,low
Forte Forte de Lacoste - Pra Começar o Final de Semana,"DJ Jeeh FDC, MC LCKaiique, MC Celo BK, DJ Menezes, DJ Arana, Mc Yoshi",64,brazilian,0.699,0.633,0.762,0.516,0.41,83.624,low
Portuginies,IShowSpeed,44,brazilian,0.809,0.633,0.733,0.289,-0.322,126.028,low
Jingle Bell,MC Teteu,49,brazilian,0.285,0.908,0.793,0.16,-12.559,129.83,low
Montagem - Conga Conga (Slowed + Reverb),DJ RAMON SP,62,brazilian,0.813,0.845,0.403,0.465,-5.178,113.471,low
REI DO BRASIL,Seek,67,brazilian,0.879,0.91,0.954,0.143,1.318,130.006,low
Cumbia Sobre el Mar,"Quantic, Flowering Inferno",55,brazilian,0.601,0.615,0.662,0.0732,-8.147,84.614,low
Forró pela Manhã,Hermeto Pascoal,28,brazilian,0.921,0.728,0.981,0.493,-5.963,98.076,low
Forrowest,Forro In The Dark,32,brazilian,0.413,0.761,0.527,0.258,-13.191,96.649,low
Asa Branca,"Forro In The Dark, Daivd Byrne",16,brazilian,0.612,0.602,0.598,0.0216,-8.351,107.137,low
Forró da Casa Grande,Forro In The Dark,23,brazilian,0.677,0.667,0.79,0.242,-8.663,113.367,low
Limoerio do Norte,Forro In The Dark,22,brazilian,0.325,0.791,0.882,0.151,-13.061,125.648,low
Sabiá,Forro In The Dark,20,brazilian,0.322,0.567,0.822,0.367,-13.663,147.643,low
Wandering Swallow featuring Bebel Gilberto,"Forro In The Dark, Bebel Gilberto",12,brazilian,0.366,0.469,0.708,0.902,-11.948,168.907,low
Salvación,"Los Miticos Del Ritmo, Quantic",33,brazilian,0.666,0.666,0.699,0.0281,-7.079,116.383,low
Vampiro Sabanero,"Los Miticos Del Ritmo, Quantic",30,brazilian,0.695,0.781,0.971,0.0606,-6.608,84.781,low
Cumbia Sobre el Mar - El Búho Remix,"El Búho, Quantic",45,brazilian,0.732,0.651,0.694,0.187,-6.006,159.924,low
Inmortales (Body Move) - El Búho Remix,"Nickodemus, Fémina, El Búho",16,brazilian,0.758,0.841,0.942,0.303,-7.706,92.998,low
Hotline Bling,"Quantic, Los Miticos Del Ritmo",39,brazilian,0.533,0.886,0.976,0.743,-7.083,156.017,low
Se Lo Ví,"Quantic, Nidia Gongora",34,brazilian,0.494,0.582,0.927,0.476,-10.297,89.112,low
Ojos Vicheros,"Quantic, Nidia Gongora",23,brazilian,0.744,0.738,0.811,0.197,-8.97,94.019,low
Criançada (con Castello Branco),"Nicola Cruz, Castello Branco",45,brazilian,0.443,0.865,0.688,0.723,-14.168,96.023,low
Hacia Delante (con Chato),"Nicola Cruz, Chato",28,brazilian,0.58,0.835,0.84,0.559,-8.892,100.007,low
Equinoccio (feat. Huaira),"Nicola Cruz, Huaira",37,brazilian,0.623,0.817,0.391,0.274,-10.116,93.979,low
Prego Batido,Bernadete França,17,brazilian,0.886,0.714,0.897,0.663,-4.429,184.108,low
Ô Sertão,Ó Do Forró,20,brazilian,0.78,0.708,0.582,0.271,-6.624,87.984,low
Forró Do Embolaxado,As Galvão,25,brazilian,0.86,0.812,0.966,0.395,-6.131,91.984,low
Baião Destemperado,Barbatuques,23,brazilian,0.741,0.861,0.744,0.425,-8.305,95.715,low
Bate no Pandeiro,Ó Do Forró,17,brazilian,0.876,0.858,0.876,0.326,-5.342,93.022,low
Condução,Mariana Aydar,25,brazilian,0.698,0.754,0.687,0.0353,-6.593,147.918,low
Abc do Sertão,Bicho de Pé,14,brazilian,0.767,0.724,0.957,0.296,-5.734,108.081,low
Foguete,Mariana Aydar,32,brazilian,0.458,0.754,0.58,0.301,-9.117,135.853,low
Bença,Juliette,34,brazilian,0.427,0.639,0.637,0.225,-10.911,156.004,low
Me Embelezo,"Xaxado Novo, Bruno Duarte",17,brazilian,0.514,0.676,0.809,0.27,-8.775,143.027,low
Despedida,Thais Nogueira,21,brazilian,0.65,0.765,0.892,0.041,-6.822,129.958,low
Menina Mulher da Pele Preta,Forroçacana,37,brazilian,0.652,0.716,0.786,0.0572,-6.528,147.046,low
Baile de Luxo,Os Fulano,23,brazilian,0.827,0.742,0.961,0.181,-8.523,92.992,low
Tem Quem Reze por Mim,Trio Juazeiro,22,brazilian,0.717,0.631,0.96,0.552,-8.898,96.565,low
Saudade é Tempero de Vó,"Lucas Felix, Mestrinho",31,brazilian,0.626,0.46,0.747,0.348,-7.57,185.213,low
Mexe pra Gente Ver,Quininho De Valente,18,brazilian,0.901,0.805,0.982,0.316,-4.647,100.501,low
Quer Mais um Pouquinho,Ó Do Forró,20,brazilian,0.892,0.847,0.94,0.263,-5.095,93.98,low
Tonelada de Forró,Trio Alvorada,25,brazilian,0.87,0.768,0.974,0.546,-4.65,94.961,low
Seu Siriri,Trio Dona Zefa,16,brazilian,0.895,0.823,0.937,0.413,-7.042,97.003,low
Maria Forrozeira,Thais Nogueira,19,brazilian,0.926,0.755,0.968,0.0823,-4.922,98.04,low
Forró Perigoso,Diego Oliveira,16,brazilian,0.967,0.694,0.918,0.25,-5.241,193.967,low
Forró do Benedito,Trio Caeté,17,brazilian,0.849,0.758,0.738,0.488,-5.714,94.983,low
Matuto Aperreado,Luiz Gonzaga,13,brazilian,0.696,0.734,0.961,0.588,-8.354,97.018,low
Oh! Chuva,Falamansa,59,brazilian,0.404,0.666,0.775,0.39,-9.888,137.965,low
La Belle De Jour,Alceu Valença,53,brazilian,0.479,0.62,0.661,0.196,-9.888,104.83,low
Onde Está Você,"Elba Ramalho, Dominguinhos",38,brazilian,0.601,0.744,0.927,0.562,-10.082,157.243,low
Forró Nº 1 (feat. Gal Costa),"Luiz Gonzaga, Gal Costa",26,brazilian,0.975,0.697,0.806,0.186,-5.009,111.98,low
Quando Você Olha Pra Ela,Gal Costa,50,brazilian,0.59,0.761,0.895,0.454,-10.274,158.053,low
Você Não Entende Nada,Gal Costa,29,brazilian,0.641,0.563,0.819,0.685,-13.097,145.048,low
Camarão Que Dorme a Onda Leva,"Zeca Pagodinho, Dudu Nobre, Mumuzinho, Djavan, Sombrinha, Arlindo Cruz, Maria Rita, Péricles, Alcione, Emicida, Diogo Nogueira, Frejat, Monarco, VELHA GUARDA DA PORTELA, Almir Guineto, Rildo Hora, Roberta Sá, Lenine, Beth Carvalho, Marcelo D2",61,brazilian,0.694,0.723,0.739,0.313,-6.694,106.359,low
Esperando na janela,Gilberto Gil,59,brazilian,0.647,0.653,0.936,0.201,-7.028,156.28,low
Beijo Matador,Forró Bemtivi,18,brazilian,0.814,0.669,0.95,0.378,-6.262,96.03,low
O Canto Da Ema,Jackson Do Pandeiro,27,brazilian,0.773,0.7,0.965,0.406,-10.065,104.76,low
Matilde,Forroçacana,29,brazilian,0.874,0.748,0.962,0.276,-5.069,95.035,low
Vamos Todo Mundo pro Forró,Dois Dobrado,19,brazilian,0.951,0.743,0.969,0.579,-3.777,102.987,low
Cartomante,Pé de Mulambo,29,brazilian,0.592,0.846,0.565,0.324,-5.632,140.031,low
Táxi Lunar,Geraldo Azevedo,38,brazilian,0.47,0.655,0.577,0.237,-11.395,145.703,low
Boa Sorte / Good Luck (feat. Ben Harper),"Vanessa Da Mata, Ben Harper",62,brazilian,0.566,0.78,0.281,0.323,-9.289,111.019,low
Forró no Malagueta,Forroçacana,32,brazilian,0.92,0.808,0.973,0.211,-5.508,98.057,low
Que seja,"Bicho de Pé, Janayna Pereira",36,brazilian,0.493,0.609,0.761,0.176,-6.557,161.492,low
Vou Te Namorar,Dois Dobrado,34,brazilian,0.631,0.696,0.926,0.346,-4.541,150.007,low
Eu e você,"Bicho de Pé, Janayna Pereira",33,brazilian,0.532,0.591,0.527,0.614,-5.712,143.458,low
Bola De Meia,Forroçacana,32,brazilian,0.585,0.715,0.895,0.165,-6.753,154.147,low
Medo de Escuro,Falamansa,47,brazilian,0.413,0.506,0.732,0.08,-10.538,76.184,low
Samarina,Chama Chuva,36,brazilian,0.773,0.642,0.962,0.324,-6.108,82.542,low
Me Chamo Forró,Ó Do Forró,30,brazilian,0.769,0.693,0.35,0.114,-5.903,88.03,low
Namoro,Rastapé,25,brazilian,0.452,0.363,0.531,0.417,-10.288,92.055,low
Eu Só Quero Um Xodó,Bicho de Pé,32,brazilian,0.609,0.709,0.613,0.164,-8.493,98.011,low
E Eu?,Gisele De Santi,21,brazilian,0.526,0.559,0.761,0.564,-13.468,80.029,low
Sapatilha 37,Guentaê!,44,brazilian,0.632,0.635,0.96,0.293,-7.54,168.563,low
Agradar Você,Trio Potiguá,23,brazilian,0.854,0.637,0.9,0.323,-5.751,97.013,low
Numa Sala de Reboco,Elba Ramalho,32,brazilian,0.766,0.649,0.885,0.267,-7.065,166.989,low
Meu Cenario,Circulando De Fulo,35,brazilian,0.698,0.645,0.967,0.238,-6.177,168.05,low
Forró De Itaúnas,Chama Chuva,36,brazilian,0.748,0.621,0.96,0.522,-5.026,179.533,low
"O Sol, A Lis, E O Beija-Flor",Circulando De Fulo,37,brazilian,0.396,0.713,0.634,0.107,-9.448,127.194,low
Semelhantes,Peixelétrico,28,brazilian,0.602,0.604,0.663,0.28,-6.619,166.074,low
Aşkının Ederi Bu Mu,"Shawty, Ayaz Erdoğan",48,turkish,0.877,0.812,0.793,0.305,-5.625,122.042,low
Ne Olur,"Bilal Sonses, Merve Özbey",56,turkish,0.884,0.756,0.721,0.296,-5.698,169.903,low
Kül Kedisi,Bengü,56,turkish,0.831,0.721,0.768,0.00583,-5.546,124.031,low
İstanbul'da,İlyas Yalçıntaş,37,turkish,0.617,0.486,0.554,0.235,-6.441,164.22,low
Geçen Yıl,Saide Guliyeva,32,turkish,0.797,0.635,0.389,0.0157,-4.958,111.949,low
Ama Yine Sen,Burak Bulut,63,turkish,0.67,0.519,0.278,0.321,-6.134,150.234,low
İki Taraf,Sezer Sarıgöz,49,turkish,0.72,0.664,0.953,0.762,-9.288,93.928,low
Kaybeden Hep Bendim,Kerim Araz,45,turkish,0.588,0.555,0.503,0.682,-10.181,80.144,low
Rakıya Meze Olalım,"Zara, Burak Bulut, Kurtuluş Kuş",57,turkish,0.421,0.602,0.497,0.411,-10.992,170.108,low
Gittiğini Kabullenemem,Rollen,35,turkish,0.639,0.674,0.221,0.0504,-8.087,100.06,low
Kimim Ben,"Fredo, Defkhan, Rollen, Aysemen",45,turkish,0.622,0.791,0.405,0.32,-6.464,119.992,low
Damla,Hande Yener,52,turkish,0.759,0.751,0.483,0.0611,-8.001,120.013,low
Yangın - Akustik,Hande Ünsal,42,turkish,0.563,0.625,0.376,0.0626,-7.802,90.024,low
Yeniden Sevemem,"Kurtuluş Kuş, Burak Bulut",54,turkish,0.869,0.761,0.494,0.0851,-3.899,110.052,low
Hayatın Kollarında,"Samet Kardeşler, Sıla Şahin",57,turkish,0.524,0.739,0.214,0.303,-6.943,96.995,low
Zar Zor,Ayaz Erdoğan,52,turkish,0.625,0.776,0.784,0.171,-5.18,143.981,low
YAKTIN,"Ilker James, Ayaz Erdoğan",56,turkish,0.665,0.656,0.605,0.177,-7.696,180.019,low
Azar Azar,EDIS,65,turkish,0.712,0.632,0.509,0.176,-4.494,96.968,low
Gecelere,"Eda Sakız, Siyam",50,turkish,0.654,0.615,0.287,0.304,-7.011,144.978,low
Uslanmaz,"Samet Kardeşler, Sıla Şahin",55,turkish,0.663,0.718,0.857,0.204,-5.722,80.013,low
Anılara Dalarız,"Ebru Yaşar, Burak Bulut, Kurtuluş Kuş",65,turkish,0.579,0.721,0.331,0.429,-5.796,87.963,low
TE QUIERO,"Murda, Dhurata Dora",50,turkish,0.574,0.887,0.964,0.0724,-5.239,140.008,low
Zümrüdüankam,Merve Özbey,52,turkish,0.884,0.785,0.51,0.111,-4.653,120.018,low
ABART,Ece Mumay,40,turkish,0.925,0.673,0.418,0.0296,-5.192,106.034,low
Hoşuna Gidiyo,"Aleyna Tilki, Zeki Arkun",47,turkish,0.705,0.62,0.377,0.161,-5.789,142.947,low
Yarem,"Burak Bulut, Kurtuluş Kuş",60,turkish,0.835,0.764,0.591,0.22,-4.102,113.336,low
Hallederiz,Sezer Sarıgöz,45,turkish,0.548,0.704,0.642,0.167,-10.151,107.998,low
Dedikodu,"Ayaz Erdoğan, Shawty",56,turkish,0.532,0.816,0.258,0.218,-5.634,136.882,low
İhtimal,Mustafa Sandal,48,turkish,0.948,0.711,0.625,0.0757,-3.751,104.956,low
Eriyorum Günden Güne,Burak Bulut,61,turkish,0.848,0.656,0.54,0.627,-5.293,106.076,low
Dilber,İdo Tatlıses,43,turkish,0.728,0.678,0.69,0.241,-6.291,125.978,low
Neden Anlamadın Beni?,Reynmen,48,turkish,0.746,0.765,0.751,0.0729,-5.917,114.997,low
Yabani - Şehrazat Bir Ömrün Hikayesi,Derya Uluğ,61,turkish,0.731,0.746,0.328,0.128,-4.741,115.918,low
Sana İhtiyacım Var,"Olga Napoli, Mustafa Sandal",36,turkish,0.868,0.73,0.85,0.00779,-5.779,117.973,low
Kadehimi Boş Bırakma,Ezhel,51,turkish,0.76,0.779,0.442,0.398,-4.048,90.07,low
Kayboldum,Siyam,45,turkish,0.604,0.544,0.448,0.367,-7.851,159.992,low
Gəl,Çinarə Məlikzadə,31,turkish,0.769,0.79,0.474,0.104,-7.331,124.016,low
Yanıbaşımda,Sefo,44,turkish,0.667,0.741,0.454,0.103,-6.088,128.09,low
Senden Hatıra,"Kerim Araz, Sevgim Yılmaz",49,turkish,0.546,0.587,0.314,0.368,-7.833,80.048,low
Sensin Bana Yar,Umut Timur,34,turkish,0.782,0.5,0.356,0.117,-6.208,125.538,low
2017,M Lisa,56,turkish,0.598,0.695,0.376,0.33,-8.186,90.029,low
DAMLALAR,M Lisa,62,turkish,0.562,0.595,0.419,0.767,-9.295,83.007,low
Katran,Ece Mumay,36,turkish,0.782,0.817,0.511,0.318,-6.38,104.966,low
Harla,"Rabia Tunçbilek, Amo988",38,turkish,0.794,0.729,0.803,0.527,-4.796,95.018,low
Tattım Ölümü,Ahmet Can Dündar,49,turkish,0.574,0.586,0.322,0.465,-9.814,118.926,low
Hadi Yavrum,"Sinan Akçıl, Ferah Zeydan",42,turkish,0.913,0.545,0.738,0.293,-5.157,200.035,low
Elfida,"Burak Bulut, Kurtuluş Kuş",44,turkish,0.432,0.721,0.303,0.319,-9.865,173.921,low
Yo,Tarkan,52,turkish,0.795,0.707,0.244,0.00945,-5.452,96.996,low
